Name;Year;About the medium;Documentary;Abstraction;Framing;Scaling;Reflection;Symmetry;Repeating elements;Composite;Front facing;Angle;Looking Up;Bird Eye View;Importance of Detail;Blur;Video;Long Exposure;Loop;Time Lapse;Crossover;Layers;Photoshop;Archetype;Metaphor;Location focus
Nexus;2004;1;0,3;0,7;0;0;0,3;0;0,8;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0
Level;2004;0;1;0,5;1;0;0,3;1;0,6;0;1;0;0;0;0,7;0;0;0;0;0;0;0;0;0;0,3;0
Gazette;2004;0;1;0,3;1;0;0;0;0,8;0;0;1;0;0;0,7;0;0;0;0;0;0;0,5;0;0;1;0
Plan;2004;0;0,5;0,5;1;1;0;0;0,5;0;0;0,7;0;1;1;0,5;0;0;0;0;1;0,5;0;0;1;0
Frame;2004;1;0;0,5;1;0;0,6;1;1;0;1;0;0;0,5;0,7;0,5;0;0;0;0;0;1;0;0;0;0
Section;2004;1;0;0,8;1;0;1;1;1;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0
Facet;2004;0,6;0,5;0,7;0;1;0,3;0;0,3;0;0;0;0;1;0;0,5;0;0;0;0;0;0;0;0;0;0
Class;2004;0;1;0;1;0;0;0;0,2;0;0;1;0;0;0,8;0;0;0;0;0;0;0,5;0;0,2;0;0
Panorama;2004;0;1;0,2;1;0;0;1;1;0;1;1;0;0;0,3;0;0;0;0;1;0;0;0;0,8;0;1
Sequence;2004;0;0,5;0,5;0;1;0;0;0,6;0;0;1;0;0;0,5;0,5;0;0;0;0,5;0;0;0;0;0;0
Palace;2004;0;1;0,5;1;0;0,2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0,6;1;1
Link;2004;0;1;0,5;1;0;0;0,4;1;0;0;1;0;1;1;0;0;0;0;1;0;0;0,3;0;0;0
Gallery;2004;0,5;1;0,2;1;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0,5;0;0,6;0;0
Front;2004;0;1;0;0;0;0;0,6;1;0;1;0;0,5;0;0,5;0;0;0;0;0;0;0,7;0;0,5;0;0
Canvas;2004;0;1;0,4;1;0;0;1;1;0;1;0;1;0;0,7;0;0;0;0;0;0;0,5;0;0,7;0;0
Match;2004;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Scene;2004;0;1;0,4;0;0;0;0;0,3;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0,5;0
Module;2004;0;1;0;0;0;0;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0
Zone;2004;0;1;0,5;0;1;0;0;0;0;0;1;0;0,7;0;0,5;0;0;0;0;0;0;0;0;0;0
Loop;2005;0,3;0,5;0,5;0;0;0;0,3;0,6;0;0,8;0,7;0,5;0;0,5;0;0;0;0;1;0;0,7;0;0;0;0
Enterprise;2005;1;0,2;0,8;1;0;0;0,2;0,7;0;1;0,5;0,5;0;0;1;0;0;0;0;1;0;0;0,5;0;1
Display;2005;0;1;0,4;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;1;1
Enclave;2005;0,5;0,5;0,6;0;0;0;0;0,5;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1
Domain;2005;0,7;0,5;0,5;1;0;0;0,4;0,6;1;1;0,1;0;0,2;1;0,5;0;0;0;0;1;1;0,7;0;0;1
Room;2005;0,8;0,7;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0,5;0;0;0
Core;2005;0;0,8;0,3;0;1;0;1;0,8;0;1;0;0;0,7;0,5;0,5;0;0;0;0;0;0;0;0;0;1
Palette;2005;0,8;0;0,5;1;0;1;1;0,7;0;1;0;0;0;0;0,2;0;0;0;0,5;0;1;0;0;0;1
Queue;2005;0;1;0,2;0;0;0;0;0;0;0;1;0;0;1;0,5;0;0;0;0,5;0;0;0;0;0;1
Unit;2005;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reservoir;2005;0,8;0,7;0,5;1;0;0;0;0,3;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
Image;2005;1;0,5;0,5;1;1;1;0;0,8;0;1;0;0;0;0;0,3;0;0;0;0;0;1;0;0;0;0
Regime;2005;0;1;0,3;0;0;0;0;0,5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0,5;0,5;1
Border;2005;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0
Storey;2005;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Circle;2006;0;0;0,2;0,3;0;0;1;0,8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Memo;2006;0,5;0,2;0,7;0,5;0;0;1;0,6;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0,3;0
Contact;2006;0;0,7;0;0,4;0;0;0,4;0,8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0
Collage;2006;0,3;0,5;0,3;0,5;0;0,5;0,6;0,6;0;1;0;0;0;0,5;0;0;0;0;0;0;0,5;0;0;0;0
Filter;2006;0,5;0;0,5;0,6;0;0,2;0,5;0,7;0;1;0;0;0;0;0,2;0;0;0;0;0;1;0;0;0;0
Corner;2006;0;1;0,3;0,2;0;0;0,3;0,5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2
Bloom;2006;0;0,5;0,8;1;0,4;0;0;0,8;0;1;0;0;0;0,5;0;0;0;0;0;0,5;0;0;0,5;0,8;0
Fringe;2006;0,5;1;0,2;0;0;0;0;0;1;0,3;0;1;0;0,2;0;0;1;0;0;0;0,3;0;0,3;0,5;0,5
Array;2006;0,2;0,6;0,4;0,4;0;0;0,2;1;0;0,5;0;1;0;0,7;0;0;0;0;0;0;0;0;0;0,4;0
Cycle;2006;0,7;0,5;0,8;1;1;0;0,5;1;1;0,5;0;0;1;0,7;0,5;0;0;0;0;0;0;0;0;0,5;0,7
Interlude;2006;1;0,5;1;0,5;0;0;0;0,6;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0,8;0,5
Studio;2006;0,3;1;0,4;1;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0,8;0,8;1
Arcade;2006;0,5;1;0,5;0,5;0;0;0,9;0,8;0;1;0;1;1;0,8;0;0;0;0;0;0;0,6;0;0;0,5;0,5
Mirage;2006;1;0,4;1;1;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0,5;1
Sector;2006;0;0;0,2;0,3;0;0;1;0,8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Entrance;2006;0,5;0;0,8;0,8;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0,3;0
Square;2006;0;1;0,5;0;1;0;0;0,3;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0,3;0;0
Screen;2006;0,5;0,5;0,5;1;0;0;1;1;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0,8;1
Network;2006;0,2;0,8;0,2;1;0;0;0,8;0;0;1;0;0;1;0;1;0;1;0;1;0;0,6;0;0;0;0
Presence;2006;0,4;0;0,2;0,3;0;0,3;0;0;0;1;0;0;0;0;0,5;0;0;0;0;0;0,1;0;0;0;0
Exposure;2007;0,7;0,3;0,5;0;1;0,1;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;1
Base;2007;0;0;0;0,4;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Center;2007;0;0;0;0;0;0;1;1;1;0,5;0,5;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Access;2007;0;0,5;0,3;0;1;0;0;0;0;0;0;0;1;0;0,5;0;0;0;0;0;0;0;0;0;0
Aperture;2007;0,5;0;0,5;0;0;0;0;1;0;0;1;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0
Detail;2007;0,8;0;0,8;0,5;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0,5;0;0;1;0,5;0
Dynasty;2007;1;0;0,5;0;0;0;0;0;0;0;0,5;0;0;0;1;0;0;0;0;0;0;0;1;1;1
Living;2007;0;0;0;0,7;0;0;0;1;0;1;0;0,7;0;1;0;0;0;0;0;0;0;0;0;0;0
Passage;2007;0;0,8;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0,5;0;0;0;0
Bouquet;2008;0;0;0;0;0;0;1;0,6;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1
Forum;2008;0;0,5;0,2;0;0;0;1;0,8;0;1;0;0,2;0;0,7;0;0;0;0;0;0;0;0;0,5;0;1
House;2008;0,5;0,4;0,6;0,5;0,5;0;0;0,5;0;0,5;0,5;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Territory;2008;0;0;0,5;0,8;0;0;0;0,5;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
Labyrinth;2008;0;0,3;0,2;0,8;0;0;0;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3
Cluster;2008;0;0,6;0;0;0;0;0;0,7;0;0,5;0,5;0;0,6;1;0;0;0,5;0;0,5;0;0;0;0,2;0;0
Atmosphere;2008;0,7;0,5;0,8;0;0;0;0;0,4;0;0;0,5;0;1;0;0;0;0;0;0;0;0,5;0;0;0;1
Volume;2008;1;0;0,9;0,5;0,3;0,6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0,5;0;0;0;0
Support;2008;0;0,3;0,3;0,8;0;0;0,7;0,7;0;0,5;1;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0,5
Junction;2008;0;0,4;0;0,5;1;0;0,6;0,5;1;0;0;0;0,8;0,5;0,5;0;0,8;0;1;0;1;0;0;0;1
Spectrum;2008;1;0;1;0,8;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
Replica;2008;0,5;0,1;0,6;0,8;0;0,8;0;0;0;0,5;0,5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Control;2008;0,6;0,6;0,5;0;0;0;1;0,4;0;1;0;0;0;0,8;0;0,3;0;0;0;0;0,5;0;0;1;1
Nature;2008;0,5;0;0,5;1;0;0;0,5;1;0,5;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0
Project;2008;0;0,5;0,5;0;1;0;0;0,3;0;0;0;0;1;0,5;0,5;0;0;0;0;1;0;0;0;0;1
Property;2008;0;0,5;0,5;1;0;0;1;0,5;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0,2;0;0
Summit;2008;0;0,5;0,5;1;1;0;1;0;0;1;0;0,5;0;0,7;0;0;0;0;0;0;0;0;0,5;0;0
Transition;2008;1;0,5;0,5;1;0;0,4;1;0,7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5
Site;2008;0;0;0,5;0;1;0;0;0,7;0;0;1;0;1;0,5;0,5;0;0;0;0;0;0;0;0,3;0;1
Matrix;2008;0;1;0,5;0;0;0;0;0,5;0;0;1;0;1;0,7;0;0;1;0;1;0;0;0;0;0;0
Monitor;2008;1;0,6;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;1;1;0,5;0;1;1
Flood;2009;1;0;0,5;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1
Picture a Mirror;2009;0,3;0,5;0,5;0,7;0;0,4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Matter;2009;1;1;0,8;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0,5
Play;2009;0;1;0,5;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
Race;2009;0,8;0;1;1;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0,8;0;0
Condominium;2010;0;0;0,5;1;1;0,1;0,4;1;0;0,5;0,5;0;0;1;0;0;0;0;0;0;0;0;0,5;1;1
The English House;2010;1;1;0,5;0,5;1;0;0;0;0;0;1;0;0;0,5;0;0;0;0;0;0;0;0;1;1;1
Green Zone;2010;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
SuperVision;2010;0;0,5;0,5;0;0;0,2;0,3;0,4;0;0,8;0;0,6;0;0;0;0;0;0;0;0;0;0;0,3;0;0
China Halo;2010;1;0;1;0;0;0,5;0;0;0;0;0;1;0;0;0;0;0,5;0;0;0;0;0;0;0;0
Crossover;2010;0,5;0,5;0,8;1;0,5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Premises (in Red);2010;0,8;0;1;1;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0,8;0,5;0
One Brilliant Complex;2011;0;1;0,2;0;0;0;0;0,3;0;0;1;0;0,3;0;0;0;0;0;0;0;0;0;1;0;1
The Approach;2011;0;1;0,8;0,5;0;0;1;0,8;0;0,5;0;1;0;0,4;0;0;0;0;0;0;0;0;0,5;0;0
Double Standard;2012;0;1;0,2;1;0,7;0;0,2;0,7;0;0;1;0;1;0,6;0;0;0;0;0;0;0;0;0,7;1;1
Plot Ratio;2012;0;0,4;0,5;1;0,5;0;0;0;0;0;1;0;0,3;0;0;0;0;0;0;0;0;0;1;0;0,4
Synchronicity;2012;1;1;0,5;1;0;0;0,6;1;0,5;1;0;0;0,1;1;0;1;1;0;0;1;1;0;0;0;1
Costa Blanca;2012;0,5;1;0,5;1;0;0;0;0,2;0;1;0;0;0,2;0,2;0;0;0;0;0;1;0,5;0;0;1;1
Flatland;2012;0;0;0,7;1;0,5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0,5;0,4
Hotel Opportunity;2012;1;0;0,7;1;0;0;1;1;0;1;0,2;0;0;1;0;0;0;0;0;0;1;0;0;0,4;0,7
Mission Interlude;2012;0;1;0,6;0;0,5;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1
Multi Story Building;2012;0;1;0,4;0,5;0;0;0,5;0,3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Timeport;2012;1;0;0;1;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1
Hollywood;2013;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1
Megalopolis;2013;0;0,5;0,3;0;0,2;0;0;0,8;0;0;0;0;1;0,8;0;0;0;0;0;0;0;0,5;0,7;0,7;1
Paramount;2013;0;1;0,2;1;0;0,3;0;0;0;0;1;0;0;0,4;0;0;0;0;0;1;0;0;1;0;1
Thriller;2013;0,7;1;0,5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1
Capital no Capital;2013;1;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;1;1;0;1;1
California;2013;1;0;0,4;1;0,5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1
Levante;2013;1;1;1;0,8;0;0;0;0,7;0;0;1;0;1;0,5;0;0;0;0;0;0;0,5;0,5;0;1;1
Propitious Grounds;2013;0;1;0;0;1;0;0;0,5;0;0;1;0;1;0,5;0,5;0;0;0;0;0;0;0;1;0;1
The Strip;2013;1;0,5;1;0,5;0;0;0,7;1;0;0;0;0;0;0;1;0;1;0;1;1;1;0;0;1;1
Treasure Gathering Square;2013;0;1;0;0;0;0;0,5;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
The Crossroads;2014;0;1;0,5;0;0;0;0,3;0,5;0;1;0;0;0,3;0;0;0;1;0;0;0;1;1;0;1;1
The Deal;2015;0;1;0,4;0;0;0;0;0,8;0;0;1;0;1;0;0;1;0;1;0;0;0,5;0;0;1;1
Panacea;2015;0,5;0,5;0,6;1;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0,2;0;0;1;1
Wonderland;2015;0,2;1;0,5;0,5;0;0,8;0,7;0,8;0;1;0,3;0;1;1;0;0;0;0;0;0;0,5;0;0,3;0;0
Momentum;2016;0,7;0,7;0,4;0;0;0;0,5;1;1;0;1;0;0;0,5;0;0;0;0;0;1;0,5;0;0;0,5;1
The Next Level;2016;0;1;0,3;0;0;0;0;0;0;1;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5
